date,emp_id,juice
2012-04-03,241,Watermelon
2012-04-03,141,Lime
2012-04-03,353,Musambi
2012-04-03,82,Watermelon
2012-04-03,297,Mixed Fruit
2012-04-03,385,Watermelon
2012-04-03,363,Musambi
2012-04-03,293,Watermelon
2012-04-03,389,Lime
2012-04-03,472,Musambi
2012-04-03,453,Musambi
2012-04-03,317,Orange
2012-04-03,431,Chikku
2012-04-03,114,Orange
2012-04-03,278,Musambi
2012-04-03,257,Grapes
2012-04-03,292,Musk Melon
2012-04-03,418,Watermelon
2012-04-03,42,Papaya
2012-04-03,403,Watermelon
2012-04-03,412,Lime
2012-04-03,439,Watermelon
2012-04-03,143,Lime
2012-04-03,52,Musk Melon
2012-04-03,387,Papaya
2012-04-03,454,Musambi
2012-04-03,265,Musambi
2012-04-03,543,Musambi
2012-04-03,233,Papaya
2012-04-03,233,Dates
2012-04-03,211,Papaya
2012-04-03,211,Dates
2012-04-03,69,Watermelon
2012-04-03,116,Watermelon
2012-04-03,456,Watermelon
2012-04-03,273,Chikku
2012-04-03,410,Chikku
2012-04-03,20,Musk Melon
2012-04-03,117,Orange
2012-04-03,310,Musk Melon
2012-04-03,475,Chikku
2012-04-03,365,Watermelon
2012-04-03,251,Orange
2012-04-03,178,Orange
2012-04-03,105,Dates
2012-04-03,573,Musambi
2012-04-03,509,Orange
2012-04-03,509,Orange
2012-04-03,265,Orange
2012-04-03,513,Lime
2012-04-03,569,Chikku
2012-04-03,176,Watermelon
2012-04-03,501,Musk Melon
2012-04-03,345,Lime
2012-04-03,562,Chikku
2012-04-03,474,Musambi
2012-04-03,479,Musk Melon
2012-04-03,380,Orange
2012-04-03,215,Watermelon
2012-04-03,109,Watermelon
2012-04-03,388,Watermelon
2012-04-03,617,Musk Melon
2012-04-03,614,Musk Melon
2012-04-03,609,Musambi
2012-04-03,602,Musk Melon
2012-04-03,604,Lime
2012-04-03,155,Chikku
2012-04-03,363,Musk Melon
2012-04-03,263,Watermelon
2012-04-03,309,Lime
2012-04-03,406,Musambi
2012-04-03,196,Orange
2012-04-03,48,Watermelon
2012-04-03,244,Grapes
2012-04-03,283,Orange
2012-04-03,571,Musk Melon
2012-04-03,376,Watermelon
2012-04-03,376,Watermelon
2012-04-04,273,Pineapple
2012-04-04,498,Grapes
2012-04-04,129,Chikku
2012-04-04,218,Musambi
2012-04-04,327,Watermelon
2012-04-04,536,Watermelon
2012-04-04,532,Lime
2012-04-04,497,Musambi
2012-04-04,394,Musambi
2012-04-04,275,Musambi
2012-04-04,16,Musambi
2012-04-04,429,Orange
2012-04-04,114,Watermelon
2012-04-04,387,Orange
2012-04-04,501,Musambi
2012-04-04,201,Dates
2012-04-04,137,Orange
2012-04-04,213,Lime
2012-04-04,189,Musambi
2012-04-04,189,Watermelon
2012-04-04,561,Musk Melon
2012-04-04,488,Lime
2012-04-04,45,Orange
2012-04-04,181,Mixed Fruit
2012-04-04,430,Musambi
2012-04-04,472,Musk Melon
2012-04-04,18,Musambi
2012-04-04,398,Watermelon
2012-04-04,292,Musk Melon
2012-04-04,172,Musambi
2012-04-04,613,Musambi
2012-04-04,176,Orange
2012-04-04,222,Watermelon
2012-04-04,117,Watermelon
2012-04-04,247,Musk Melon
2012-04-04,351,Musambi
2012-04-04,471,Musambi
2012-04-04,177,Musambi
2012-04-04,257,Watermelon
2012-04-04,251,Banana
2012-04-04,539,Musambi
2012-04-04,543,Grapes
2012-04-04,176,Watermelon
2012-04-04,290,Banana
2012-04-04,50,Banana
2012-04-04,509,Orange
2012-04-04,153,Watermelon
2012-04-04,453,Chikku
2012-04-04,429,Watermelon
2012-04-04,389,Lime
2012-04-04,107,Musambi
2012-04-04,222,Musambi
2012-04-04,269,Musambi
2012-04-04,57,Musambi
2012-04-04,513,Lime
2012-04-04,224,Dates
2012-04-04,453,Watermelon
2012-04-04,363,Lime
2012-04-04,407,Musambi
2012-04-04,283,Watermelon
2012-04-04,406,Watermelon
2012-04-04,482,Musambi
2012-04-04,355,Watermelon
2012-04-04,474,Musambi
2012-04-04,365,Lime
2012-04-04,73,Watermelon
2012-04-04,408,Watermelon
2012-04-04,573,Orange
2012-04-04,113,Musambi
2012-04-04,305,Pineapple
2012-04-04,595,Orange
2012-04-04,347,Papaya
2012-04-04,123,Watermelon
2012-04-04,488,Watermelon
2012-04-04,206,Watermelon
2012-04-04,554,Musambi
2012-04-04,22,Orange
2012-04-04,345,Lime
2012-04-04,374,Musambi
2012-04-04,478,Papaya
2012-04-04,171,Papaya
2012-04-04,516,Chikku
2012-04-04,354,Musk Melon
2012-04-04,602,Watermelon
2012-04-04,497,Orange
2012-04-04,411,Orange
2012-04-04,266,Orange
2012-04-04,420,Orange
2012-04-04,416,Orange
2012-04-04,162,Watermelon
2012-04-04,30,Musambi
2012-04-04,353,Orange
2012-04-04,138,Dates
2012-04-04,97,Dates
2012-04-04,297,Musambi
2012-04-04,28,Orange
2012-04-04,133,Watermelon
2012-04-04,133,Watermelon
2012-04-04,42,Banana
2012-04-04,418,Watermelon
2012-04-04,84,Watermelon
2012-04-04,107,Musambi
2012-04-04,45,Lime
2012-04-04,610,Watermelon
2012-04-04,479,Banana
2012-04-04,454,Lime
2012-04-04,563,Watermelon
2012-04-04,61,Musambi
2012-04-04,408,Musambi
2012-04-04,103,Musambi
2012-04-04,91,Musambi
2012-04-04,564,Lime
2012-04-04,127,Lime
2012-04-04,264,Musambi
2012-04-04,90,Musambi
2012-04-04,381,Papaya
2012-04-04,16,Musambi
2012-04-04,408,Musambi
2012-04-04,251,Musambi
2012-04-04,222,Orange
2012-04-04,206,Watermelon
2012-04-04,30,Orange
2012-04-04,188,Lime
2012-04-04,49,Pineapple
2012-04-04,49,Banana
2012-04-04,49,Dates
2012-04-04,532,Pineapple
2012-04-04,418,Banana
2012-04-04,42,Banana
2012-04-04,216,Banana
2012-04-04,419,Watermelon
2012-04-04,318,Watermelon
2012-04-04,305,Orange
2012-04-04,521,Lime
2012-04-04,513,Lime
2012-04-04,453,Watermelon
2012-04-04,219,Lime
2012-04-04,353,Orange
2012-04-04,321,Musambi
2012-04-04,321,Musambi
2012-04-04,297,Orange
2012-04-04,123,Watermelon
2012-04-04,45,Lime
2012-04-04,180,Orange
2012-04-04,390,Orange
2012-04-04,261,Lime
2012-04-04,82,Watermelon
2012-04-04,113,Watermelon
2012-04-04,344,Watermelon
2012-04-04,471,Lime
2012-04-04,243,Lime
2012-04-04,309,Lime
2012-04-04,363,Banana
2012-04-04,157,Lime
2012-04-04,389,Lime
2012-04-04,88,Mixed Fruit
2012-04-04,439,Watermelon
2012-04-04,345,Watermelon
2012-04-04,50,Orange
2012-04-04,271,Musambi
2012-04-04,424,Watermelon
2012-04-04,57,Orange
2012-04-04,83,Orange
2012-04-04,36,Orange
2012-04-04,516,Watermelon
2012-04-04,492,Orange
2012-04-04,286,Banana
2012-04-04,321,Orange
2012-04-04,509,Orange
2012-04-04,330,Chikku
2012-04-04,456,Chikku
2012-04-04,181,Watermelon
2012-04-04,498,Musambi
2012-04-04,536,Watermelon
2012-04-04,177,Orange
2012-04-04,459,Watermelon
2012-04-04,499,Banana
2012-04-04,401,Musambi
2012-04-04,501,Musk Melon
2012-04-04,141,Musambi
2012-04-04,595,Watermelon
2012-04-04,582,Musambi
2012-04-04,120,Watermelon
2012-04-04,468,Watermelon
2012-04-04,143,Papaya
2012-04-04,530,Musambi
2012-04-04,524,Musambi
2012-04-04,218,Watermelon
2012-04-04,47,Watermelon
2012-04-04,543,Musambi
2012-04-04,155,Banana
2012-04-04,469,Banana
2012-04-04,210,Watermelon
2012-04-04,197,Watermelon
2012-04-04,370,Banana
2012-04-04,257,Chikku
2012-04-04,441,Orange
2012-04-04,175,Orange
2012-04-04,454,Orange
2012-04-04,412,Lime
2012-04-04,195,Watermelon
2012-04-04,479,Banana
2012-04-04,474,Banana
2012-04-04,571,Musambi
2012-04-04,589,Orange
2012-04-04,573,Musambi
2012-04-04,176,Musk Melon
2012-04-04,117,Watermelon
2012-04-04,178,Musk Melon
2012-04-04,569,Watermelon
2012-04-04,602,Lime
2012-04-04,604,Lime
2012-04-04,614,Grapes
2012-04-04,347,Musambi
2012-04-04,109,Orange
2012-04-04,83,Watermelon
2012-04-04,30,Watermelon
2012-04-04,103,Orange
2012-04-04,575,Dates
2012-04-04,283,Orange
2012-04-04,285,Watermelon
2012-04-04,97,Orange
2012-04-04,406,Watermelon
2012-04-04,164,Musk Melon
2012-04-04,155,Chikku
2012-04-05,587,Pineapple
2012-04-05,129,Pineapple
2012-04-05,566,Pineapple
2012-04-05,536,Pineapple
2012-04-05,218,Musambi
2012-04-05,498,Watermelon
2012-04-05,26,Orange
2012-04-05,177,Orange
2012-04-05,177,Orange
2012-04-05,583,Grapes
2012-04-05,611,Grapes
2012-04-05,532,Pineapple
2012-04-05,429,Orange
2012-04-05,460,Musambi
2012-04-05,199,Watermelon
2012-04-05,199,Banana
2012-04-05,499,Lime
2012-04-05,129,Pineapple
2012-04-05,327,Watermelon
2012-04-05,466,Orange
2012-04-05,430,Watermelon
2012-04-05,134,Orange
2012-04-05,561,Musk Melon
2012-04-05,387,Orange
2012-04-05,241,Watermelon
2012-04-05,251,Orange
2012-04-05,273,Watermelon
2012-04-05,355,Orange
2012-04-05,283,Watermelon
2012-04-05,181,Banana
2012-04-05,248,Banana
2012-04-05,439,Musk Melon
2012-04-05,153,Watermelon
2012-04-05,141,Musambi
2012-04-05,376,Musambi
2012-04-05,547,Watermelon
2012-04-05,257,Watermelon
2012-04-05,543,Lime
2012-04-05,18,Musambi
2012-04-05,114,Watermelon
2012-04-05,172,Musambi
2012-04-05,434,Banana
2012-04-05,214,Watermelon
2012-04-05,214,Watermelon
2012-04-05,453,Chikku
2012-04-05,538,Watermelon
2012-04-05,394,Musambi
2012-04-05,265,Watermelon
2012-04-05,453,Watermelon
2012-04-05,283,Watermelon
2012-04-05,195,Papaya
2012-04-05,401,Papaya
2012-04-05,275,Papaya
2012-04-05,389,Lime
2012-04-05,407,Musambi
2012-04-05,472,Musambi
2012-04-05,455,Musambi
2012-04-05,435,Lime
2012-04-05,408,Watermelon
2012-04-05,224,Dates
2012-04-05,309,Musambi
2012-04-05,347,Pineapple
2012-04-05,391,Musk Melon
2012-04-05,363,Orange
2012-04-05,363,Orange
2012-04-05,113,Musambi
2012-04-05,573,Musambi
2012-04-05,305,Orange
2012-04-05,348,Watermelon
2012-04-05,406,Watermelon
2012-04-05,595,Orange
2012-04-05,474,Banana
2012-04-05,222,Watermelon
2012-04-05,269,Orange
2012-04-05,513,Lime
2012-04-05,541,Chikku
2012-04-05,540,Banana
2012-04-05,602,Watermelon
2012-04-05,621,Musambi
2012-04-05,216,Musambi
2012-04-05,379,Orange
2012-04-05,460,Pineapple
2012-04-05,10,Lime
2012-04-05,509,Orange
2012-04-05,296,Watermelon
2012-04-05,265,Musambi
2012-04-05,571,Orange
2012-04-05,591,Orange
2012-04-05,123,Watermelon
2012-04-05,418,Watermelon
2012-04-05,42,Watermelon
2012-04-05,216,Watermelon
2012-04-05,374,Watermelon
2012-04-05,133,Banana
2012-04-05,117,Watermelon
2012-04-05,13,Musambi
2012-04-05,47,Watermelon
2012-04-05,73,Watermelon
2012-04-05,365,Watermelon
2012-04-05,103,Orange
2012-04-05,47,Orange
2012-04-05,466,Watermelon
2012-04-05,215,Watermelon
2012-04-05,306,Watermelon
2012-04-05,222,Musk Melon
2012-04-05,580,Watermelon
2012-04-05,498,Musambi
2012-04-05,408,Musambi
2012-04-05,93,Chikku
2012-04-05,236,Musambi
2012-04-05,353,Orange
2012-04-05,609,Orange
2012-04-05,97,Musambi
2012-04-05,16,Musambi
2012-04-05,16,Musambi
2012-04-05,466,Musambi
2012-04-05,421,Musambi
2012-04-05,531,Orange
2012-04-05,57,Grapes
2012-04-05,472,Lime
2012-04-05,84,Lime
2012-04-05,83,Banana
2012-04-05,178,Orange
2012-04-05,341,Mixed Fruit
2012-04-05,309,Lime
2012-04-05,214,Watermelon
2012-04-05,181,Musk Melon
2012-04-05,434,Chikku
2012-04-05,453,Musambi
2012-04-05,453,Watermelon
2012-04-05,330,Musambi
2012-04-05,219,Watermelon
2012-04-05,573,Musambi
2012-04-05,297,Mixed Fruit
2012-04-05,353,Musambi
2012-04-05,98,Lime
2012-04-05,123,Watermelon
2012-04-05,45,Orange
2012-04-05,294,Watermelon
2012-04-05,390,Orange
2012-04-05,488,Lime
2012-04-05,59,Lime
2012-04-05,82,Watermelon
2012-04-05,273,Watermelon
2012-04-05,401,Musambi
2012-04-05,350,Lime
2012-04-05,522,Chikku
2012-04-05,322,Watermelon
2012-04-05,509,Watermelon
2012-04-05,478,Watermelon
2012-04-05,286,Pineapple
2012-04-05,541,Chikku
2012-04-05,379,Watermelon
2012-04-05,170,Chikku
2012-04-05,412,Lime
2012-04-05,129,Lime
2012-04-05,175,Watermelon
2012-04-05,474,Pineapple
2012-04-05,479,Musk Melon
2012-04-05,177,Lime
2012-04-05,321,Musambi
2012-04-05,222,Watermelon
2012-04-05,309,Musambi
2012-04-05,248,Musambi
2012-04-05,464,Watermelon
2012-04-05,176,Watermelon
2012-04-05,424,Banana
2012-04-05,151,Pineapple
2012-04-05,501,Musambi
2012-04-05,439,Watermelon
2012-04-05,137,Watermelon
2012-04-05,85,Watermelon
2012-04-05,33,Lime
2012-04-05,98,Musambi
2012-04-05,117,Musk Melon
2012-04-05,353,Musambi
2012-04-05,366,Musambi
2012-04-05,320,Banana
2012-04-05,224,Dates
2012-04-05,389,Musambi
2012-04-05,185,Musambi
2012-04-05,354,Banana
2012-04-05,349,Pineapple
2012-04-05,306,Watermelon
2012-04-05,571,Musk Melon
2012-04-05,588,Musk Melon
2012-04-05,492,Musambi
2012-04-05,215,Musambi
2012-04-05,408,Musambi
2012-04-05,251,Musk Melon
2012-04-05,569,Banana
2012-04-05,581,Banana
2012-04-05,614,Pineapple
2012-04-05,617,Grapes
2012-04-05,263,Musambi
2012-04-05,602,Grapes
2012-04-05,604,Chikku
2012-04-05,359,Musambi
2012-04-06,587,Orange
2012-04-06,460,Pineapple
2012-04-06,501,Musambi
2012-04-06,585,Pineapple
2012-04-06,189,Musambi
2012-04-06,177,Musambi
2012-04-06,327,Watermelon
2012-04-06,470,Watermelon
2012-04-06,141,Musambi
2012-04-06,249,Musambi
2012-04-06,429,Watermelon
2012-04-06,287,Musambi
2012-04-06,287,Musambi
2012-04-06,522,Lime
2012-04-06,116,Musambi
2012-04-06,561,Musambi
2012-04-06,251,Musk Melon
2012-04-06,181,Mixed Fruit
2012-04-06,98,Pineapple
2012-04-06,297,Musambi
2012-04-06,273,Musambi
2012-04-06,109,Lime
2012-04-06,248,Musambi
2012-04-06,387,Musambi
2012-04-06,539,Chikku
2012-04-06,285,Musambi
2012-04-06,273,Watermelon
2012-04-06,114,Watermelon
2012-04-06,376,Watermelon
2012-04-06,376,Watermelon
2012-04-06,408,Musambi
2012-04-06,288,Musambi
2012-04-06,391,Musambi
2012-04-06,123,Watermelon
2012-04-06,247,Watermelon
2012-04-06,265,Watermelon
2012-04-06,454,Musambi
2012-04-06,547,Watermelon
2012-04-06,615,Musambi
2012-04-06,439,Musambi
2012-04-06,294,Watermelon
2012-04-06,305,Musambi
2012-04-06,45,Watermelon
2012-04-06,488,Watermelon
2012-04-06,453,Chikku
2012-04-06,434,Watermelon
2012-04-06,387,Watermelon
2012-04-06,543,Grapes
2012-04-06,401,Musambi
2012-04-06,429,Lime
2012-04-06,433,Musambi
2012-04-06,222,Musambi
2012-04-06,342,Musambi
2012-04-06,365,Lime
2012-04-06,406,Watermelon
2012-04-06,453,Watermelon
2012-04-06,482,Pineapple
2012-04-06,472,Musambi
2012-04-06,283,Watermelon
2012-04-06,363,Watermelon
2012-04-06,277,Musambi
2012-04-06,384,Musambi
2012-04-06,391,Papaya
2012-04-06,236,Musambi
2012-04-06,554,Watermelon
2012-04-06,595,Musambi
2012-04-06,100,Watermelon
2012-04-06,498,Lime
2012-04-06,177,Orange
2012-04-06,215,Lime
2012-04-06,265,Watermelon
2012-04-06,471,Watermelon
2012-04-06,580,Watermelon
2012-04-06,378,Orange
2012-04-06,610,Orange
2012-04-06,516,Chikku
2012-04-06,369,Chikku
2012-04-06,103,Orange
2012-04-06,403,Lime
2012-04-06,337,Musambi
2012-04-06,410,Pineapple
2012-04-06,531,Orange
2012-04-06,98,Orange
2012-04-06,73,Orange
2012-04-06,458,Orange
2012-04-06,392,Orange
2012-04-06,263,Musambi
2012-04-06,418,Watermelon
2012-04-06,509,Orange
2012-04-06,195,Watermelon
2012-04-06,189,Watermelon
2012-04-06,189,Dates
2012-04-06,350,Lime
2012-04-06,188,Chikku
2012-04-06,131,Watermelon
2012-04-06,123,Watermelon
2012-04-06,413,Musambi
